Line	Book	Chapter	Verse	Scripture
112	Mat 	5	22	ἐγὼ δὲ λέγω ὑμῖν ὅτι πᾶς ὁ ὀργιζόμενος τῷ ἀδελφῷ αὐτοῦ εἰκῆ ἔνοχος ἔσται τῇ κρίσει.  ὃς δ' ἂν εἴπῃ τῷ ἀδελφῷ αὐτοῦ Ῥακά ἔνοχος ἔσται τῷ συνεδρίῳ.  ὃς δ' ἂν εἴπῃ Μωρέ ἔνοχος ἔσται εἰς τὴν γέενναν τοῦ πυρός 
113	Mat 	5	23	ἐὰν οὖν προσφέρῃς τὸ δῶρόν σου ἐπὶ τὸ θυσιαστήριον κἀκεῖ μνησθῇς ὅτι ὁ ἀδελφός σου ἔχει τι κατὰ σοῦ 
114	Mat 	5	24	ἄφες ἐκεῖ τὸ δῶρόν σου ἔμπροσθεν τοῦ θυσιαστηρίου καὶ ὕπαγε πρῶτον διαλλάγηθι τῷ ἀδελφῷ σου καὶ τότε ἐλθὼν πρόσφερε τὸ δῶρόν σου 
115	Mat 	5	25	ἴσθι εὐνοῶν τῷ ἀντιδίκῳ σου ταχὺ ἕως ὅτου εἶ ἐν τῇ ὁδῷ μετ' αὐτοῦ μήποτέ σε παραδῷ ὁ ἀντίδικος τῷ κριτῇ καὶ ὁ κριτὴς σε παραδῷ τῷ ὑπηρέτῃ καὶ εἰς φυλακὴν βληθήσῃ.  
116	Mat 	5	26	ἀμὴν λέγω σοι οὐ μὴ ἐξέλθῃς ἐκεῖθεν ἕως ἂν ἀποδῷς τὸν ἔσχατον κοδράντην 
117	Mat 	5	27	Ἠκούσατε ὅτι ἐρρέθη τοῖς ἀρχαίοις, Οὐ μοιχεύσεις 
118	Mat 	5	28	ἐγὼ δὲ λέγω ὑμῖν ὅτι πᾶς ὁ βλέπων γυναῖκα πρὸς τὸ ἐπιθυμῆσαι αὐτῆς ἤδη ἐμοίχευσεν αὐτὴν ἐν τῇ καρδίᾳ αὐτοῦ 
119	Mat 	5	29	εἰ δὲ ὁ ὀφθαλμός σου ὁ δεξιὸς σκανδαλίζει σε ἔξελε αὐτὸν καὶ βάλε ἀπὸ σοῦ.  συμφέρει γάρ σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου βληθῇ εἰς γέενναν 
120	Mat 	5	30	καὶ εἰ ἡ δεξιά σου χεὶρ σκανδαλίζει σε ἔκκοψον αὐτὴν καὶ βάλε ἀπὸ σοῦ.  συμφέρει γάρ σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου βληθῇ εἰς γέενναν 
121	Mat 	5	31	Ἐρρέθη δέ ὅτι Ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ δότω αὐτῇ ἀποστάσιον 
122	Mat 	5	32	ἐγὼ δὲ λέγω ὑμῖν ὅτι ὃς ἂν ἀπολύσῃ τὴν γυναῖκα αὐτοῦ παρεκτὸς λόγου πορνείας ποιεῖ αὐτὴν μοιχᾶσθαι, καὶ ὃς ἐὰν ἀπολελυμένην γαμήσῃ μοιχᾶται 
123	Mat 	5	33	Πάλιν ἠκούσατε ὅτι ἐρρέθη τοῖς ἀρχαίοις Οὐκ ἐπιορκήσεις ἀποδώσεις δὲ τῷ κυρίῳ τοὺς ὅρκους σου 
124	Mat 	5	34	ἐγὼ δὲ λέγω ὑμῖν μὴ ὀμόσαι ὅλως.  μήτε ἐν τῷ οὐρανῷ ὅτι θρόνος ἐστὶν τοῦ θεοῦ 
125	Mat 	5	35	μήτε ἐν τῇ γῇ ὅτι ὑποπόδιόν ἐστιν τῶν ποδῶν αὐτοῦ μήτε εἰς Ἱεροσόλυμα ὅτι πόλις ἐστὶν τοῦ μεγάλου βασιλέως 
126	Mat 	5	36	μήτε ἐν τῇ κεφαλῇ σου ὀμόσῃς ὅτι οὐ δύνασαι μίαν τρίχα λευκὴν ἢ μέλαιναν ποιῆσαι 
127	Mat 	5	37	ἔστω δὲ ὁ λόγος ὑμῶν ναὶ ναί οὒ οὔ.  τὸ δὲ περισσὸν τούτων ἐκ τοῦ πονηροῦ ἐστιν 
128	Mat 	5	38	Ἠκούσατε ὅτι ἐρρέθη Ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ καὶ ὀδόντα ἀντὶ ὀδόντος 
129	Mat 	5	39	ἐγὼ δὲ λέγω ὑμῖν μὴ ἀντιστῆναι τῷ πονηρῷ.  ἀλλ' ὅστις σε ῥαπίσει ἐπί τὴν δεξιὰν σου σιαγόνα στρέψον αὐτῷ καὶ τὴν ἄλλην.  
130	Mat 	5	40	καὶ τῷ θέλοντί σοι κριθῆναι καὶ τὸν χιτῶνά σου λαβεῖν ἄφες αὐτῷ καὶ τὸ ἱμάτιον.  
131	Mat 	5	41	καὶ ὅστις σε ἀγγαρεύσει μίλιον ἕν ὕπαγε μετ' αὐτοῦ δύο 
132	Mat 	5	42	τῷ αἰτοῦντί σε δίδου.  καὶ τὸν θέλοντα ἀπὸ σοῦ δανείσασθαι μὴ ἀποστραφῇς 
133	Mat 	5	43	Ἠκούσατε ὅτι ἐρρέθη Ἀγαπήσεις τὸν πλησίον σου καὶ μισήσεις τὸν ἐχθρόν σου 
134	Mat 	5	44	ἐγὼ δὲ λέγω ὑμῖν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν εὐλογειτε τοὺς καταρωμένους ὑμᾶς καλῶς ποιεῖτε τοὺς μισοῦντας ὑμᾶς, καὶ προσεύχεσθε ὑπὲρ τῶν ἐπηρεαζόντων ὑμᾶς, καὶ διωκόντων ὑμᾶς, 
135	Mat 	5	45	ὅπως γένησθε υἱοὶ τοῦ πατρὸς ὑμῶν τοῦ ἐν οὐρανοῖς ὅτι τὸν ἥλιον αὐτοῦ ἀνατέλλει ἐπὶ πονηροὺς καὶ ἀγαθοὺς καὶ βρέχει ἐπὶ δικαίους καὶ ἀδίκους 
136	Mat 	5	46	ἐὰν γὰρ ἀγαπήσητε τοὺς ἀγαπῶντας ὑμᾶς τίνα μισθὸν ἔχετε οὐχὶ καὶ οἱ τελῶναι τὸ αὐτὸ ποιοῦσιν 
137	Mat 	5	47	καὶ ἐὰν ἀσπάσησθε τοὺς ἀδελφοὺς ὑμῶν μόνον τί περισσὸν ποιεῖτε οὐχὶ καὶ οἱ τελῶναι οὕτως ποιοῦσιν 
138	Mat 	5	48	Ἔσεσθε οὖν ὑμεῖς τέλειοι ὡσπερ ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς τέλειός ἐστιν 
139	Mat 	6	1	Προσέχετε τὴν ἐλεημοσύνην ὑμῶν μὴ ποιεῖν ἔμπροσθεν τῶν ἀνθρώπων πρὸς τὸ θεαθῆναι αὐτοῖς.  εἰ δὲ μήγε, μισθὸν οὐκ ἔχετε παρὰ τῷ πατρὶ ὑμῶν τῷ ἐν τοῖς οὐρανοῖς 
140	Mat 	6	2	Ὅταν οὖν ποιῇς ἐλεημοσύνην μὴ σαλπίσῃς ἔμπροσθέν σου ὥσπερ οἱ ὑποκριταὶ ποιοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς ῥύμαις ὅπως δοξασθῶσιν ὑπὸ τῶν ἀνθρώπων.  ἀμὴν λέγω ὑμῖν ἀπέχουσιν τὸν μισθὸν αὐτῶν 
141	Mat 	6	3	σοῦ δὲ ποιοῦντος ἐλεημοσύνην μὴ γνώτω ἡ ἀριστερά σου τί ποιεῖ ἡ δεξιά σου 
142	Mat 	6	4	ὅπως ᾖ σου ἡ ἐλεημοσύνη ἐν τῷ κρυπτῷ.  καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ αὑτὸς, ἀποδώσει σοι ἐν τῷ φανερῷ 
143	Mat 	6	5	Καὶ ὅταν προσεύχῃ, οὐκ ἔσῃ ὥσπερ οἱ ὑποκριταί ὅτι φιλοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς γωνίαις τῶν πλατειῶν ἑστῶτες προσεύχεσθαι ὅπως ἂν φανῶσιν τοῖς ἀνθρώποις.  ἀμὴν λέγω ὑμῖν ὅτι ἀπέχουσιν τὸν μισθὸν αὐτῶν 
144	Mat 	6	6	σὺ δὲ ὅταν προσεύχῃ εἴσελθε εἰς τὸ ταμιεῖόν σου καὶ κλείσας τὴν θύραν σου πρόσευξαι τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ.  καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει σοι ἐν τῷ φανερῷ 
145	Mat 	6	7	Προσευχόμενοι δὲ μὴ βαττολογήσητε, ὥσπερ οἱ ἐθνικοί δοκοῦσιν γὰρ ὅτι ἐν τῇ πολυλογίᾳ αὐτῶν εἰσακουσθήσονται 
146	Mat 	6	8	μὴ οὖν ὁμοιωθῆτε αὐτοῖς.  οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν 
147	Mat 	6	9	Οὕτως οὖν προσεύχεσθε ὑμεῖς.  Πάτερ ἡμῶν ὁ ἐν τοῖς οὐρανοῖς ἁγιασθήτω τὸ ὄνομά σου.  
148	Mat 	6	10	ἐλθέτω ἡ βασιλεία σου.  γενηθήτω τὸ θέλημά σου ὡς ἐν οὐρανῷ καὶ ἐπὶ τῆς γῆς.  
149	Mat 	6	11	Τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δὸς ἡμῖν σήμερον.  
150	Mat 	6	12	καὶ ἄφες ἡμῖν τὰ ὀφειλήματα ἡμῶν ὡς καὶ ἡμεῖς ἀφίεμεν τοῖς ὀφειλέταις ἡμῶν.  
151	Mat 	6	13	καὶ μὴ εἰσενέγκῃς ἡμᾶς εἰς πειρασμόν, ἀλλὰ ῥῦσαι ἡμᾶς ἀπὸ τοῦ πονηροῦ ὅτι σοῦ ἐστιν ἡ βασιλεία καὶ ἡ δύναμις καὶ ἡ δόξα εἰς τοῦς αἰῶνας ἀμήν 
152	Mat 	6	14	Ἐὰν γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος.  
153	Mat 	6	15	ἐὰν δὲ μὴ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν, οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν 
154	Mat 	6	16	Ὅταν δὲ νηστεύητε μὴ γίνεσθε ὡσπερ οἱ ὑποκριταὶ σκυθρωποί ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς ἀνθρώποις νηστεύοντες.  ἀμὴν λέγω ὑμῖν ὅτι ἀπέχουσιν τὸν μισθὸν αὐτῶν 
155	Mat 	6	17	σὺ δὲ νηστεύων ἄλειψαί σου τὴν κεφαλὴν καὶ τὸ πρόσωπόν σου νίψαι 
156	Mat 	6	18	ὅπως μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ.  καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει σοι ἐν τῷ φανερῷ 
157	Mat 	6	19	Μὴ θησαυρίζετε ὑμῖν θησαυροὺς ἐπὶ τῆς γῆς ὅπου σὴς καὶ βρῶσις ἀφανίζει καὶ ὅπου κλέπται διορύσσουσιν καὶ κλέπτουσιν.  
158	Mat 	6	20	θησαυρίζετε δὲ ὑμῖν θησαυροὺς ἐν οὐρανῷ ὅπου οὔτε σὴς οὔτε βρῶσις ἀφανίζει καὶ ὅπου κλέπται οὐ διορύσσουσιν οὐδὲ κλέπτουσιν.  
159	Mat 	6	21	ὅπου γάρ ἐστιν ὁ θησαυρὸς ὑμῶν, ἐκεῖ ἔσται καὶ ἡ καρδία ὑμῶν 
160	Mat 	6	22	Ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός.  ἐὰν οὖν ὁ ὀφθαλμός σου ἁπλοῦς ᾖ ὅλον τὸ σῶμά σου φωτεινὸν ἔσται.  
161	Mat 	6	23	ἐὰν δὲ ὁ ὀφθαλμός σου πονηρὸς ᾖ ὅλον τὸ σῶμά σου σκοτεινὸν ἔσται.  εἰ οὖν τὸ φῶς τὸ ἐν σοὶ σκότος ἐστίν, τὸ σκότος πόσον 
162	Mat 	6	24	Οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν.  ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει.  οὐ δύνασθε θεῷ δουλεύειν καὶ μαμμωνᾷ 
163	Mat 	6	25	Διὰ τοῦτο λέγω ὑμῖν, μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν, τί φάγητε καὶ τί πίητε, μηδὲ τῷ σώματι ὑμῶν, τί ἐνδύσησθε.  οὐχὶ ἡ ψυχὴ πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος; 
164	Mat 	6	26	ἐμβλέψατε εἰς τὰ πετεινὰ τοῦ οὐρανοῦ ὅτι οὐ σπείρουσιν οὐδὲ θερίζουσιν οὐδὲ συνάγουσιν εἰς ἀποθήκας καὶ ὁ πατὴρ ὑμῶν ὁ οὐράνιος τρέφει αὐτά.  οὐχ ὑμεῖς μᾶλλον διαφέρετε αὐτῶν; 
165	Mat 	6	27	τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα; 
166	Mat 	6	28	καὶ περὶ ἐνδύματος τί μεριμνᾶτε; καταμάθετε τὰ κρίνα τοῦ ἀγροῦ πῶς αὐξάνει.  οὐ κοπιᾷ, οὐδὲ νήθει.  
167	Mat 	6	29	λέγω δὲ ὑμῖν ὅτι οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων 
168	Mat 	6	30	εἰ δὲ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ἀμφιέννυσιν οὐ πολλῷ μᾶλλον ὑμᾶς, ὀλιγόπιστοι; 
169	Mat 	6	31	μὴ οὖν μεριμνήσητε λέγοντες, Τί φάγωμεν; ἤ, Τί πίωμεν; ἤ, Τί περιβαλώμεθα; 
170	Mat 	6	32	πάντα γὰρ ταῦτα τὰ ἔθνη ἐπιζητεῖ.  οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων 
171	Mat 	6	33	ζητεῖτε δὲ πρῶτον τὴν βασιλείαν τοῦ θεοῦ καὶ τὴν δικαιοσύνην αὐτοῦ καὶ ταῦτα πάντα προστεθήσεται ὑμῖν 
172	Mat 	6	34	μὴ οὖν μεριμνήσητε εἰς τὴν αὔριον ἡ γὰρ αὔριον μεριμνήσει τὰ ἑαυτῆς.  ἀρκετὸν τῇ ἡμέρᾳ ἡ κακία αὐτῆς 
173	Mat 	7	1	Μὴ κρίνετε ἵνα μὴ κριθῆτε.  
174	Mat 	7	2	ἐν ᾧ γὰρ κρίματι κρίνετε κριθήσεσθε καὶ ἐν ᾧ μέτρῳ μετρεῖτε ἀντιμετρηθήσεται ὑμῖν 
175	Mat 	7	3	τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς 
176	Mat 	7	4	ἢ πῶς ἐρεῖς τῷ ἀδελφῷ σου Ἄφες ἐκβάλω τὸ κάρφος ἀπὸ τοῦ ὀφθαλμοῦ σου καὶ ἰδού, ἡ δοκὸς ἐν τῷ ὀφθαλμῷ σοῦ 
177	Mat 	7	5	ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου 
178	Mat 	7	6	Μὴ δῶτε τὸ ἅγιον τοῖς κυσίν, μηδὲ βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων μήποτε καταπατήσωσιν αὐτοὺς ἐν τοῖς ποσὶν αὐτῶν καὶ στραφέντες ῥήξωσιν ὑμᾶς 
179	Mat 	7	7	Αἰτεῖτε καὶ δοθήσεται ὑμῖν ζητεῖτε καὶ εὑρήσετε κρούετε καὶ ἀνοιγήσεται ὑμῖν.  
180	Mat 	7	8	πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ἀνοιγήσεται 
181	Mat 	7	9	ἢ τίς ἐστιν ἐξ ὑμῶν ἄνθρωπος ὃν ἐὰν αἰτήσῃ ὁ υἱὸς αὐτοῦ ἄρτον μὴ λίθον ἐπιδώσει αὐτῷ; 
182	Mat 	7	10	καὶ ἐὰν ἰχθὺν αἰτήσῃ, μὴ ὄφιν ἐπιδώσει αὐτῷ 
183	Mat 	7	11	εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν 
184	Mat 	7	12	Πάντα οὖν ὅσα ἂν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς.  οὗτος γάρ ἐστιν ὁ νόμος καὶ οἱ προφῆται 
185	Mat 	7	13	Εἰσέλθετε διὰ τῆς στενῆς πύλης.  ὅτι πλατεῖα ἡ πύλη καὶ εὐρύχωρος ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ἀπώλειαν καὶ πολλοί εἰσιν οἱ εἰσερχόμενοι δι' αὐτῆς.  
186	Mat 	7	14	ὅτί στενὴ ἡ πύλη καὶ τεθλιμμένη ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ζωήν, καὶ ὀλίγοι εἰσὶν οἱ εὑρίσκοντες αὐτήν 
187	Mat 	7	15	Προσέχετε δέ ἀπὸ τῶν ψευδοπροφητῶν οἵτινες ἔρχονται πρὸς ὑμᾶς ἐν ἐνδύμασιν προβάτων ἔσωθεν δὲ εἰσιν λύκοι ἅρπαγες 
188	Mat 	7	16	ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς.  μήτι συλλέγουσιν ἀπὸ ἀκανθῶν σταφυλὴν, ἢ ἀπὸ τριβόλων σῦκα 
189	Mat 	7	17	οὕτως πᾶν δένδρον ἀγαθὸν καρποὺς καλοὺς ποιεῖ τὸ δὲ σαπρὸν δένδρον καρποὺς πονηροὺς ποιεῖ 
190	Mat 	7	18	οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ποιεῖν οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ποιεῖν 
191	Mat 	7	19	πᾶν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται 
192	Mat 	7	20	ἄραγε ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς 
193	Mat 	7	21	Οὐ πᾶς ὁ λέγων μοι, Κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν ἀλλ' ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν οὐρανοῖς 
194	Mat 	7	22	πολλοὶ ἐροῦσίν μοι ἐν ἐκείνῃ τῇ ἡμέρᾳ Κύριε κύριε οὐ τῷ σῷ ὀνόματι προεφητεύσαμεν, καὶ τῷ σῷ ὀνόματι δαιμόνια ἐξεβάλομεν καὶ τῷ σῷ ὀνόματι δυνάμεις πολλὰς ἐποιήσαμεν 
195	Mat 	7	23	καὶ τότε ὁμολογήσω αὐτοῖς ὅτι Οὐδέποτε ἔγνων ὑμᾶς.  ἀποχωρεῖτε ἀπ' ἐμοῦ οἱ ἐργαζόμενοι τὴν ἀνομίαν 
